First Name,Last Name,Gender,Age,Business Travel,Department,Distance From Home (KM),State,Ethnicity,Education Field,Job Role,Marital Status,Salary,Stock Option Level,Over Time,Hire Date,Attrition,Years At Company,Years In Most Recent Role,Years Since Last Promotion,Years With Current Manager,Education Level
Blake,Louys,Male,29,Frequent Traveller,Technology,26,CA,White,Computer Science,Data Scientist,Single,78541,0,Yes,2013-02-23,Yes,6,5,5,2,Bachelors 
Corinne,Andreaccio,Female,38,Frequent Traveller,Technology,6,CA,Black or African American,Information Systems,Senior Software Engineer,Single,126515,0,No,2013-02-27,No,9,7,9,4,Bachelors 
Morley,Dmitriev,Male,38,Some Travel,Technology,18,CA,Black or African American,Information Systems,Data Scientist,Married,89362,0,No,2013-03-01,No,9,3,9,7,High School 
Nancey,Luetkemeyers,Female,47,Frequent Traveller,Human Resources,3,CA,White,Marketing ,HR Executive,Married,85744,2,No,2013-03-02,No,9,0,9,8,Bachelors 
Kerwin,Wheadon,Male,43,No Travel ,Technology,21,CA,White,Information Systems,Analytics Manager,Single,280756,0,No,2013-03-05,No,9,8,8,3,Masters 
Dana,Lobb,Male,36,Some Travel,Technology,28,NY,Black or African American,Information Systems,Machine Learning Engineer,Married,174019,1,Yes,2013-03-07,No,9,8,9,1,Bachelors 
Meryl,Slucock,Female,40,Some Travel,Technology,17,NY,White,Information Systems,Software Engineer,Married,41601,0,No,2013-03-08,No,9,8,9,8,No Formal Qualifications
Bathsheba,Ablewhite,Female,35,Some Travel,Sales,23,NY,White,Economics,Sales Representative,Married,81389,1,No,2013-03-11,No,9,3,7,5,Bachelors 
Gizela,Pauncefoot,Female,32,Some Travel,Sales,9,IL,White,Marketing ,Sales Executive,Divorced,133865,1,Yes,2013-03-12,No,9,3,3,0,High School 
Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,Doctorate
Elizabeth,Babbe,Female,30,Some Travel,Technology,1,IL,Asian or Asian American,Other,Data Scientist,Married,40285,0,Yes,2013-03-21,Yes,1,1,1,0,Masters 
Marchelle,Duffield,Female,45,Some Travel,Sales,34,CA,American Indian or Alaska Native,Marketing,Sales Executive,Divorced,173037,3,No,2013-03-26,No,9,4,9,3,Bachelors 
Haydon,Bastable,Male,30,Frequent Traveller,Sales,40,CA,Mixed or multiple ethnic groups,Marketing,Sales Representative,Divorced,44632,1,No,2013-03-26,Yes,1,0,0,0,High School 
Daryle,Boarder,Male,43,Some Travel,Sales,3,IL,Mixed or multiple ethnic groups,Economics,Manager,Married,313198,1,No,2013-03-28,No,9,5,9,2,No Formal Qualifications
Dulci,Sheryn,Female,32,Some Travel,Technology,2,CA,Mixed or multiple ethnic groups,Computer Science,Software Engineer,Single,152314,0,Yes,2013-03-30,No,9,4,6,0,High School 
Galvin,Sawley,Male,28,Some Travel,Sales,19,NY,Mixed or multiple ethnic groups,Marketing,Sales Representative,Married,56122,0,Yes,2013-03-31,Yes,7,5,5,0,High School 
Clay,Carabine,Male,48,Some Travel,Technology,44,IL,White,Computer Science,Software Engineer,Single,103198,0,No,2013-04-03,No,9,7,9,2,No Formal Qualifications
Dita,Perch,Non-Binary,44,Some Travel,Technology,14,CA,Black or African American,Computer Science,Data Scientist,Single,92634,0,Yes,2013-04-06,No,9,8,9,9,High School 
Eustace,Skune,Male,47,Some Travel,Technology,37,CA,White,Information Systems,Data Scientist,Married,62999,1,No,2013-04-06,No,9,2,3,7,No Formal Qualifications
Giusto,Raynes,Male,30,Some Travel,Technology,33,CA,White,Computer Science,Software Engineer,Single,78743,0,No,2013-04-09,No,9,2,7,4,Bachelors 
Briggs,Pettet,Male,29,Some Travel,Technology,14,NY,Black or African American,Other,Data Scientist,Divorced,70872,1,No,2013-04-10,No,9,2,7,9,Bachelors 
Carrie,Scroyton,Female,29,Some Travel,Technology,3,NY,White,Business Studies,Data Scientist,Divorced,60388,2,Yes,2013-04-11,Yes,5,1,3,1,Bachelors 
Broddy,Jardine,Male,32,Some Travel,Technology,24,CA,Native Hawaiian ,Information Systems,Data Scientist,Married,41857,1,No,2013-04-12,No,9,0,5,2,Bachelors 
Benson,Van De Cappelle,Male,36,Some Travel,Sales,38,CA,White,Marketing,Sales Executive,Married,298558,1,Yes,2013-04-12,No,9,4,4,7,High School 
Maridel,O'Hederscoll,Female,30,Some Travel,Technology,26,CA,White,Information Systems,Data Scientist,Single,96170,0,No,2013-04-15,No,9,4,9,1,Bachelors 
Godfrey,Reynoollds,Non-Binary,36,No Travel ,Sales,31,CA,Mixed or multiple ethnic groups,Economics,Sales Representative,Single,56937,0,No,2013-04-17,No,9,5,8,2,High School 
Vita,Cicchelli,Female,33,Frequent Traveller,Technology,34,IL,Asian or Asian American,Computer Science,Machine Learning Engineer,Single,91407,0,No,2013-04-17,No,9,9,9,4,High School 
Joya,Hefford,Female,48,Some Travel,Sales,32,NY,White,Technical Degree,Manager,Married,354336,1,Yes,2013-04-18,No,9,1,2,9,Bachelors 
Derrik,Seage,Male,29,Frequent Traveller,Technology,17,NY,Black or African American,Computer Science,Machine Learning Engineer,Divorced,129703,3,No,2013-04-25,No,9,6,6,3,High School 
Ranna,Crosbie,Female,42,Some Travel,Sales,36,NY,Other ,Marketing ,Sales Representative,Single,43753,0,No,2013-05-01,No,9,0,1,1,No Formal Qualifications
Bryanty,Wickersley,Non-Binary,45,Frequent Traveller,Technology,17,CA,White,Computer Science,Machine Learning Engineer,Single,123619,0,Yes,2013-05-01,No,9,7,9,2,Masters 
Adrian,Westhead,Non-Binary,44,Some Travel,Technology,32,CA,White,Computer Science,Machine Learning Engineer,Married,257978,1,Yes,2013-05-02,No,9,2,4,1,Bachelors 
Shay,Casburn,Male,32,Some Travel,Technology,22,IL,Black or African American,Business Studies,Software Engineer,Married,72688,1,No,2013-05-06,No,9,3,3,8,Masters 
Bertie,Suthren,Non-Binary,36,Frequent Traveller,Technology,14,IL,White,Information Systems,Data Scientist,Single,43358,0,No,2013-05-07,No,9,0,9,5,No Formal Qualifications
Seline,Ganny,Female,30,No Travel ,Technology,3,IL,White,Information Systems,Data Scientist,Married,47338,1,No,2013-05-08,No,9,4,9,1,Bachelors 
Cole,Vost,Male,28,Some Travel,Human Resources,34,CA,Asian or Asian American,Marketing ,HR Executive,Single,94534,0,No,2013-05-11,No,9,3,3,1,High School 
Donny,Tosh,Female,30,Some Travel,Technology,26,CA,Black or African American,Computer Science,Senior Software Engineer,Divorced,159438,2,No,2013-05-22,No,9,4,4,7,No Formal Qualifications
Mikel,Worrall,Male,36,Some Travel,Technology,10,CA,Other ,Business Studies,Senior Software Engineer,Single,189405,0,No,2013-05-23,No,9,4,6,7,Bachelors 
Sollie,Arnke,Male,44,Some Travel,Technology,29,CA,Asian or Asian American,Computer Science,Data Scientist,Married,57890,0,No,2013-05-24,No,9,8,8,8,Bachelors 
Cristine,Lambdon,Non-Binary,39,Frequent Traveller,Technology,4,CA,White,Business Studies,Software Engineer,Single,87879,0,Yes,2013-05-25,No,9,6,8,9,No Formal Qualifications
Vanny,Ruggen,Female,34,Some Travel,Technology,14,NY,White,Information Systems,Senior Software Engineer,Single,154405,0,No,2013-05-27,No,9,7,7,1,High School 
Nicky,Janssens,Male,42,Some Travel,Technology,37,CA,Black or African American,Computer Science,Analytics Manager,Married,244114,1,No,2013-05-28,No,9,6,7,0,Masters 
Timothee,MacFadyen,Male,29,Some Travel,Sales,12,IL,Asian or Asian American,Marketing ,Sales Representative,Married,97794,0,No,2013-05-30,Yes,2,0,1,0,High School 
Bertram,Abrahami,Male,48,Some Travel,Technology,36,IL,White,Information Systems,Senior Software Engineer,Single,180561,0,No,2013-06-01,No,9,1,8,7,Bachelors 
Addy,Slimings,Female,38,Some Travel,Technology,25,CA,Asian or Asian American,Other,Data Scientist,Married,60549,1,No,2013-06-05,No,9,5,6,6,High School 
Melvin,McGeneay,Male,30,Some Travel,Technology,7,CA,White,Information Systems,Data Scientist,Married,70182,1,No,2013-06-07,No,9,8,9,8,No Formal Qualifications
Cathrine,Lankford,Female,29,Some Travel,Technology,44,CA,Asian or Asian American,Business Studies,Data Scientist,Divorced,67578,1,No,2013-06-10,Yes,1,0,0,0,Bachelors 
Marchall,Burnes,Male,29,Some Travel,Sales,35,NY,Black or African American,Economics,Sales Executive,Married,140962,0,Yes,2013-06-13,Yes,4,0,2,4,High School 
Jerrome,Furney,Male,29,Some Travel,Sales,14,CA,White,Marketing,Sales Executive,Married,96319,2,No,2013-06-14,No,9,1,4,5,Masters 
Anet,Dublin,Female,38,Some Travel,Technology,12,CA,White,Other,Senior Software Engineer,Married,253077,1,No,2013-06-15,No,9,3,3,8,No Formal Qualifications
Elly,Kennan,Female,43,Some Travel,Technology,21,NY,White,Computer Science,Software Engineer,Married,94499,1,No,2013-06-22,No,9,0,1,7,High School 
Page,Sculpher,Female,39,Some Travel,Technology,10,CA,Mixed or multiple ethnic groups,Information Systems,Data Scientist,Divorced,65796,1,No,2013-07-02,No,9,9,9,5,High School 
Parke,Loxton,Male,28,Some Travel,Technology,27,CA,White,Information Systems,Analytics Manager,Married,277344,0,Yes,2013-07-02,Yes,3,1,1,1,No Formal Qualifications
Hynda,Stonehouse,Female,48,Some Travel,Technology,35,CA,Mixed or multiple ethnic groups,Information Systems,Engineering Manager,Divorced,314656,1,No,2013-07-09,No,9,7,8,3,High School 
Stearn,Bever,Male,31,Some Travel,Technology,39,IL,American Indian or Alaska Native,Computer Science,Senior Software Engineer,Single,242890,0,No,2013-07-11,No,9,3,3,9,Bachelors 
Jaquenetta,Corkel,Female,27,Some Travel,Technology,1,NY,Black or African American,Computer Science,Data Scientist,Divorced,40050,1,Yes,2013-07-16,Yes,1,0,0,0,Masters 
Louie,Trowsdall,Male,29,Some Travel,Sales,44,CA,White,Marketing,Manager,Single,377203,0,Yes,2013-07-16,Yes,5,4,4,0,Bachelors 
Prudence,Cockrell,Female,28,No Travel ,Technology,43,CA,White,Computer Science,Software Engineer,Single,50175,0,No,2013-07-18,No,9,9,9,3,Bachelors 
Randie,Mouth,Female,32,No Travel ,Sales,23,CA,Asian or Asian American,Economics,Sales Executive,Divorced,237749,1,No,2013-07-19,No,9,1,6,6,Masters 
Farly,Drinan,Male,32,No Travel ,Technology,12,NY,White,Information Systems,Software Engineer,Married,111294,1,No,2013-07-19,No,9,2,9,4,Masters 
Siobhan,Antognelli,Non-Binary,41,Frequent Traveller,Sales,3,NY,White,Marketing ,Sales Executive,Single,248987,0,No,2013-07-19,No,9,5,9,5,Bachelors 
Arlyne,Paylie,Female,41,No Travel ,Sales,34,NY,White,Marketing ,Sales Executive,Married,109747,1,No,2013-07-20,No,9,8,9,5,High School 
Lynne,Boomes,Female,39,Some Travel,Sales,15,CA,Mixed or multiple ethnic groups,Marketing ,Sales Executive,Married,136970,1,No,2013-07-28,No,9,4,8,2,Bachelors 
Norman,Longmuir,Male,28,Frequent Traveller,Sales,28,NY,Mixed or multiple ethnic groups,Marketing ,Sales Representative,Single,43939,0,No,2013-07-29,Yes,6,1,4,3,Bachelors 
Cristian,Massy,Male,43,Some Travel,Technology,38,CA,White,Computer Science,Software Engineer,Married,155786,1,Yes,2013-07-29,No,9,0,7,5,Masters 
Elisabeth,Pettyfar,Female,32,Some Travel,Technology,7,CA,Mixed or multiple ethnic groups,Computer Science,Software Engineer,Divorced,85568,1,No,2013-07-31,No,9,7,9,1,Masters 
Padraig,Carnell,Male,34,No Travel ,Technology,25,CA,Mixed or multiple ethnic groups,Computer Science,Senior Software Engineer,Married,238630,1,No,2013-08-05,No,9,0,3,6,No Formal Qualifications
Amelita,Liveley,Non-Binary,29,Frequent Traveller,Sales,31,CA,White,Marketing,Sales Executive,Married,100925,1,Yes,2013-08-08,Yes,3,1,1,1,Masters 
Hillary,Atchly,Male,30,No Travel ,Technology,7,NY,American Indian or Alaska Native,Computer Science,Data Scientist,Married,138989,1,Yes,2013-08-14,No,9,2,4,8,Bachelors 
Wells,Mulholland,Male,42,Some Travel,Technology,40,CA,Black or African American,Computer Science,Data Scientist,Divorced,142075,1,No,2013-08-15,No,9,9,9,4,Masters 
Rosaline,Griffe,Female,29,Some Travel,Technology,45,CA,White,Computer Science,Machine Learning Engineer,Married,207952,1,Yes,2013-08-17,No,9,9,9,7,Bachelors 
Germana,Gulvin,Female,43,Some Travel,Sales,38,NY,American Indian or Alaska Native,Marketing,Sales Executive,Married,121510,1,No,2013-08-18,No,9,8,8,5,High School 
Umberto,Wallentin,Male,40,Frequent Traveller,Technology,14,CA,Asian or Asian American,Information Systems,Data Scientist,Married,43854,1,No,2013-08-19,No,9,4,9,2,High School 
Tallie,Le Pine,Non-Binary,41,Some Travel,Technology,11,CA,Black or African American,Information Systems,Engineering Manager,Divorced,372980,1,No,2013-08-22,No,9,1,2,3,Doctorate
Ogdon,Madsen,Male,30,Frequent Traveller,Technology,13,CA,Mixed or multiple ethnic groups,Computer Science,Software Engineer,Divorced,40321,1,Yes,2013-08-26,Yes,5,0,0,3,Masters 
Hasheem,Mance,Male,37,Some Travel,Technology,22,NY,White,Information Systems,Software Engineer,Single,45927,0,No,2013-08-26,No,9,5,6,6,High School 
Carita,Frazier,Female,28,Some Travel,Sales,18,IL,White,Marketing,Sales Executive,Single,134427,0,Yes,2013-08-28,No,9,9,9,2,Masters 
Carline,Mort,Female,28,Some Travel,Technology,24,CA,Mixed or multiple ethnic groups,Information Systems,Data Scientist,Married,46313,1,Yes,2013-08-30,Yes,1,1,1,0,Bachelors 
Stearne,Axelbee,Male,37,Some Travel,Technology,29,IL,White,Computer Science,Analytics Manager,Married,513608,0,No,2013-09-03,No,9,4,7,3,Bachelors 
Theodor,Smaleman,Male,43,Some Travel,Sales,3,IL,White,Marketing,Manager,Married,429939,1,Yes,2013-09-05,No,9,3,3,7,Bachelors 
Shepperd,Brittain,Male,31,Some Travel,Technology,45,IL,American Indian or Alaska Native,Other,Machine Learning Engineer,Married,195261,1,No,2013-09-09,No,9,3,4,5,Bachelors 
Oswell,McCloid,Male,34,Frequent Traveller,Technology,25,NY,Asian or Asian American,Other,Data Scientist,Married,39015,1,No,2013-09-15,No,9,5,6,4,High School 
Carena,Devita,Female,35,Some Travel,Human Resources,18,CA,Asian or Asian American,Marketing ,HR Executive,Single,132563,0,Yes,2013-09-22,No,9,1,6,9,Masters 
Modesty,Kingescot,Non-Binary,33,Some Travel,Technology,26,CA,White,Information Systems,Engineering Manager,Single,267009,0,No,2013-09-23,No,9,0,1,7,Bachelors 
Heidie,McCrone,Female,32,Some Travel,Sales,29,CA,White,Economics,Sales Executive,Divorced,68043,0,No,2013-09-25,Yes,8,0,1,6,Masters 
Ulysses,Wathan,Male,34,Frequent Traveller,Sales,40,IL,Asian or Asian American,Economics,Sales Executive,Married,140097,0,No,2013-09-27,No,9,2,8,6,Bachelors 
Blake,Metheringham,Male,36,Some Travel,Sales,13,CA,Asian or Asian American,Marketing ,Manager,Married,432191,1,No,2013-09-27,No,9,1,8,0,Doctorate
Olvan,Pilgram,Male,42,Some Travel,Sales,12,CA,White,Technical Degree,Sales Representative,Married,70535,1,No,2013-09-29,No,9,3,8,5,No Formal Qualifications
Lynea,Ashurst,Female,35,Some Travel,Technology,7,NY,Mixed or multiple ethnic groups,Information Systems,Senior Software Engineer,Divorced,253952,1,Yes,2013-10-02,No,9,9,9,4,Bachelors 
Cristy,Dumbarton,Female,45,Some Travel,Technology,14,CA,White,Computer Science,Machine Learning Engineer,Divorced,223124,1,No,2013-10-02,No,9,2,3,2,High School 
Codee,Jean,Female,37,Some Travel,Technology,6,CA,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Married,42188,1,No,2013-10-04,Yes,8,3,5,6,High School 
Rita,Chrismas,Female,32,Frequent Traveller,Technology,15,CA,White,Information Systems,Data Scientist,Married,44388,1,No,2013-10-10,No,9,8,9,8,High School 
Chadwick,Buist,Non-Binary,33,Some Travel,Technology,15,CA,White,Other,Senior Software Engineer,Married,108095,0,Yes,2013-10-10,No,9,8,9,9,Masters 
Giffer,Raspin,Male,30,Some Travel,Technology,4,CA,Native Hawaiian ,Information Systems,Data Scientist,Married,42045,0,Yes,2013-10-15,Yes,6,0,3,3,No Formal Qualifications
Harley,Dootson,Female,30,Some Travel,Sales,35,CA,White,Other,Sales Executive,Single,160352,0,No,2013-10-18,No,9,0,5,4,Bachelors 
Gabey,Trethowan,Female,48,Some Travel,Technology,45,IL,White,Other,Senior Software Engineer,Single,207456,0,No,2013-10-18,No,9,2,6,4,Bachelors 
Kristina,Chanson,Female,43,Some Travel,Technology,14,CA,White,Computer Science,Engineering Manager,Married,309141,0,No,2013-10-19,No,9,6,6,9,Bachelors 
Tobye,Dietmar,Female,29,Some Travel,Technology,9,NY,Black or African American,Computer Science,Data Scientist,Single,48321,0,Yes,2013-10-26,Yes,7,2,3,2,Masters 
Appolonia,Francis,Female,47,Some Travel,Technology,7,CA,White,Information Systems,Data Scientist,Married,116165,1,No,2013-10-27,No,9,0,7,8,Bachelors 
Tommy,Cawthorn,Male,39,Some Travel,Technology,33,NY,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Married,99602,0,No,2013-10-29,No,9,5,8,4,High School 
Ariadne,Isakov,Female,32,Some Travel,Technology,20,IL,Native Hawaiian ,Computer Science,Data Scientist,Single,85884,0,No,2013-10-31,No,9,9,9,5,Masters 
Berton,Jorissen,Male,48,Some Travel,Technology,20,CA,White,Information Systems,Software Engineer,Married,56546,1,No,2013-11-01,No,9,4,6,3,Bachelors 
Joachim,Popplestone,Male,30,Some Travel,Sales,42,CA,White,Marketing,Sales Executive,Single,148862,0,Yes,2013-11-03,Yes,2,0,1,1,Masters 
Tim,Spinley,Prefer Not To Say,43,Some Travel,Technology,14,NY,White,Information Systems,Engineering Manager,Married,365504,3,Yes,2013-11-04,No,9,6,7,8,Masters 
Ellette,McKean,Female,44,Some Travel,Technology,21,NY,Black or African American,Computer Science,Software Engineer,Married,91563,1,No,2013-11-06,No,9,9,9,8,High School 
Hayden,Jacox,Male,30,Frequent Traveller,Sales,25,CA,White,Marketing,Sales Executive,Divorced,135919,1,No,2013-11-08,No,9,6,6,0,High School 
Britt,Ritchley,Female,28,Frequent Traveller,Technology,6,CA,White,Information Systems,Software Engineer,Divorced,47148,2,No,2013-11-09,No,9,3,8,8,No Formal Qualifications
Lilyan,Martinet,Female,33,Frequent Traveller,Sales,33,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,115114,1,No,2013-11-12,No,9,9,9,6,Doctorate
Ruby,Gurrado,Male,28,Frequent Traveller,Sales,4,CA,Black or African American,Other,Sales Executive,Single,110839,0,No,2013-11-12,No,9,8,8,4,Masters 
Ignacius,Kelberman,Male,45,Frequent Traveller,Technology,6,CA,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Divorced,92613,1,Yes,2013-11-23,No,9,6,6,2,Masters 
Kleon,Monnery,Male,37,Frequent Traveller,Technology,7,NY,Mixed or multiple ethnic groups,Information Systems,Analytics Manager,Divorced,276322,1,No,2013-11-26,No,9,0,9,1,Masters 
Hillel,Quenby,Male,44,Some Travel,Technology,4,IL,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Married,74172,2,No,2013-11-26,No,9,8,9,9,Bachelors 
Salomi,Finlry,Female,30,Some Travel,Technology,26,NY,Black or African American,Computer Science,Data Scientist,Married,36280,2,No,2013-12-04,No,9,9,9,9,Masters 
Kalie,Swancott,Female,40,Some Travel,Human Resources,7,CA,White,Technical Degree,Recruiter,Single,70703,0,No,2013-12-04,No,9,0,9,7,Masters 
Clea,MacCartan,Female,48,Frequent Traveller,Sales,2,CA,White,Technical Degree,Sales Representative,Single,37124,0,No,2013-12-06,Yes,9,8,8,7,No Formal Qualifications
Fawn,Pyke,Female,41,No Travel ,Technology,22,CA,Native Hawaiian ,Computer Science,Data Scientist,Married,52581,0,No,2013-12-09,No,9,8,8,7,Bachelors 
Mendy,Beran,Non-Binary,40,Some Travel,Technology,30,IL,Mixed or multiple ethnic groups,Computer Science,Machine Learning Engineer,Married,145328,1,No,2013-12-09,No,9,0,9,9,Masters 
Beitris,McIlwraith,Non-Binary,43,Some Travel,Technology,31,NY,White,Computer Science,Software Engineer,Married,130665,1,No,2013-12-10,No,9,6,9,6,Masters 
Lovell,Larmor,Male,44,Some Travel,Technology,31,CA,White,Computer Science,Software Engineer,Divorced,81297,2,Yes,2013-12-14,No,9,1,8,9,High School 
